,Solar Charger V2,Solar Charger V2,Solar Charger V2,Solar Charger V2,Solar Charger V2,Solar Charger V2,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Digital,,,,,,,,,,
,Charge Status,Battery Voltage,Battery Charge Current,System Current (Average),Battery Temperature,Input Voltage,SAP FLOW TOTAL,HEAT VELOCITY OUTER,HEAT VELOCITY INNER,ALPHA OUTER,ALPHA INNER,BETA OUTER,BETA INNER,TIME TO MAX T OUTER,TIME TO MAX T INNER,T DS PRE OUTER,T DS PRE INNER,SAP FLOW TOTAL,HEAT VELOCITY OUTER,HEAT VELOCITY INNER,ALPHA OUTER,ALPHA INNER,BETA OUTER,BETA INNER,TIME TO MAX T OUTER,TIME TO MAX T INNER,T DS PRE OUTER,T DS PRE INNER,SAP FLOW TOTAL,HEAT VELOCITY OUTER,HEAT VELOCITY INNER,ALPHA OUTER,ALPHA INNER,BETA OUTER,BETA INNER,TIME TO MAX T OUTER,TIME TO MAX T INNER,T DS PRE OUTER,T DS PRE INNER,SAP FLOW TOTAL,HEAT VELOCITY OUTER,HEAT VELOCITY INNER,ALPHA OUTER,ALPHA INNER,BETA OUTER,BETA INNER,TIME TO MAX T OUTER,TIME TO MAX T INNER,T DS PRE OUTER,T DS PRE INNER,Digital,,,,,,,,,,
Date/Time,Raw,Volts (V),Amps (A),Amps (A),Celsius (°C),Volts (V),Litres per Hour (L/hr),Raw,Raw,Raw,Raw,Raw,Raw,Seconds (s),Seconds (s),Celsius (°C),Celsius (°C),Litres per Hour (L/hr),Raw,Raw,Raw,Raw,Raw,Raw,Seconds (s),Seconds (s),Celsius (°C),Celsius (°C),Litres per Hour (L/hr),Raw,Raw,Raw,Raw,Raw,Raw,Seconds (s),Seconds (s),Celsius (°C),Celsius (°C),Litres per Hour (L/hr),Raw,Raw,Raw,Raw,Raw,Raw,Seconds (s),Seconds (s),Celsius (°C),Celsius (°C),Raw,,,,,,,,,,
25/11/21 18:20:11,Power down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/04/22 02:54:10,0,12.96,-0.004,0.021,28.8,0,-0.003,-0.48,0.48,-0.023,0.021,-0.052,-0.003,48.829,40.152,14.252,14.383,-0.052,-0.1,-0.59,-0.006,-0.028,-0.027,-0.096,51.772,46.955,14.462,14.782,-0.104,-0.85,-0.05,-0.039,-0.003,-0.049,-0.021,54.002,43.3,14.2,14.38,-0.167,-0.72,-2.46,-0.034,-0.111,-0.049,-0.164,47.381,50.182,13.909,14.088,-1004600,,,,,,,,,,
17/04/22 03:09:11,0,12.96,-0.004,0.021,28.8,0,-0.006,-0.48,0.41,-0.023,0.018,-0.052,-0.008,48.363,40.514,14.177,14.308,-0.037,0,-0.51,0,-0.025,-0.027,-0.096,51.837,47.02,14.376,14.703,-0.12,-0.91,-0.13,-0.042,-0.007,-0.049,-0.021,54.724,44.128,14.17,14.346,-0.171,-0.72,-2.54,-0.034,-0.115,-0.049,-0.167,46.957,50.176,13.825,14.002,-1004600,,,,,,,,,,
17/04/22 03:24:10,0,12.95,-0.003,0.021,28.8,0,-0.003,-0.48,0.48,-0.023,0.021,-0.052,-0.005,48.938,39.948,14.099,14.23,-0.046,-0.1,-0.51,-0.006,-0.025,-0.03,-0.093,51.737,47.231,14.294,14.623,-0.13,-0.99,-0.13,-0.046,-0.007,-0.052,-0.021,53.442,43.412,14.091,14.295,-0.172,-0.74,-2.56,-0.034,-0.116,-0.049,-0.171,47.769,49.326,13.737,13.916,-1004600,,,,,,,,,,
17/04/22 03:39:10,0,12.94,-0.003,0.022,28.8,0,-0.007,-0.54,0.48,-0.026,0.022,-0.053,-0.005,48.673,39.58,14.02,14.151,-0.038,0,-0.53,0,-0.025,-0.027,-0.094,51.429,46.508,14.21,14.54,-0.127,-0.91,-0.2,-0.042,-0.01,-0.049,-0.021,54.011,43.98,14.034,14.238,-0.168,-0.66,-2.56,-0.031,-0.116,-0.046,-0.168,46.798,49.601,13.643,13.826,-1004600,,,,,,,,,,
17/04/22 03:54:10,0,12.94,-0.003,0.021,28.8,0,-0.013,-0.54,0.35,-0.026,0.015,-0.053,-0.005,49.043,40.78,13.938,14.071,-0.059,-0.1,-0.69,-0.006,-0.032,-0.03,-0.097,51.529,47.283,14.13,14.461,-0.189,-1.43,-0.21,-0.066,-0.01,-0.068,-0.025,52.457,43.41,13.954,14.184,-0.167,-0.72,-2.46,-0.034,-0.112,-0.049,-0.164,47.149,50.107,13.549,13.735,-1004600,,,,,,,,,,
17/04/22 04:09:10,0,12.94,-0.003,0.021,28.8,0,-0.01,-0.54,0.41,-0.026,0.019,-0.053,-0.005,47.938,39.521,13.843,13.985,-0.048,-0.04,-0.61,-0.003,-0.028,-0.027,-0.097,51.18,47.088,14.039,14.375,-0.099,-0.72,-0.13,-0.033,-0.007,-0.041,-0.022,53.347,43.73,13.845,14.095,-0.167,-0.72,-2.48,-0.034,-0.112,-0.049,-0.168,47.218,49.604,13.445,13.638,-1004600,,,,,,,,,,
17/04/22 04:24:10,0,12.93,-0.004,0.021,28.8,0,-0.01,-0.54,0.41,-0.026,0.018,-0.052,-0.005,48.575,40.313,13.765,13.902,-0.064,-0.16,-0.69,-0.009,-0.032,-0.03,-0.097,51.229,47.135,13.958,14.293,-0.136,-1.12,-0.05,-0.052,-0.003,-0.058,-0.021,53.387,44.186,13.845,14.054,-0.166,-0.72,-2.45,-0.033,-0.111,-0.049,-0.167,47.375,49.193,13.354,13.543,-1004600,,,,,,,,,,
17/04/22 04:39:10,0,12.93,-0.003,0.022,28.8,0,-0.017,-0.67,0.41,-0.031,0.018,-0.055,-0.005,49.515,40.109,13.692,13.826,-0.053,-0.1,-0.61,-0.006,-0.028,-0.03,-0.097,51.09,47.513,13.85,14.207,-0.129,-0.93,-0.2,-0.042,-0.01,-0.049,-0.021,54.688,43.832,13.819,14.019,-0.165,-0.72,-2.43,-0.033,-0.111,-0.049,-0.163,47.631,49.187,13.272,13.455,-1004600,,,,,,,,,,
17/04/22 04:54:10,0,12.92,-0.004,0.022,28.8,0,-0.017,-0.67,0.41,-0.031,0.018,-0.055,-0.005,49.096,39.429,13.618,13.75,-0.058,-0.16,-0.61,-0.009,-0.028,-0.033,-0.094,51.127,46.878,13.775,14.124,-0.13,-0.99,-0.13,-0.046,-0.007,-0.053,-0.021,54.348,43.484,13.802,13.99,-0.174,-0.8,-2.53,-0.037,-0.115,-0.049,-0.167,46.783,48.756,13.193,13.371,-1004600,,,,,,,,,,
17/04/22 05:09:10,0,12.92,-0.003,0.021,28.8,0,-0.017,-0.61,0.35,-0.028,0.015,-0.055,-0.008,48.046,39.369,13.545,13.675,-0.047,-0.1,-0.53,-0.006,-0.025,-0.03,-0.094,51.58,47.746,13.706,14.045,-0.162,-1.27,-0.13,-0.058,-0.007,-0.059,-0.021,54.391,44.097,13.762,13.951,-0.175,-0.8,-2.54,-0.037,-0.115,-0.052,-0.167,47.354,49.17,13.106,13.284,-1004600,,,,,,,,,,
17/04/22 05:24:10,0,12.91,-0.004,0.021,28.8,0,-0.017,-0.61,0.35,-0.028,0.015,-0.055,-0.005,48.012,39.748,13.453,13.592,-0.034,0.13,-0.61,0.006,-0.028,-0.019,-0.097,51.234,46.157,13.587,13.949,-0.082,-0.58,-0.13,-0.027,-0.007,-0.038,-0.025,54.426,44.139,13.586,13.851,-0.167,-0.72,-2.46,-0.034,-0.111,-0.049,-0.167,46.127,50.434,13.008,13.193,-1004600,,,,,,,,,,
17/04/22 05:39:10,0,12.91,-0.004,0.022,28.8,0,-0.021,-0.67,0.33,-0.031,0.015,-0.057,-0.008,48.527,39.692,13.376,13.51,-0.053,-0.1,-0.61,-0.006,-0.028,-0.03,-0.094,52.018,48.337,13.528,13.869,-0.12,-0.91,-0.13,-0.042,-0.007,-0.052,-0.021,54.225,44.452,13.602,13.811,-0.158,-0.66,-2.37,-0.03,-0.107,-0.049,-0.167,46.739,49.956,12.92,13.102,-1004600,,,,,,,,,,
17/04/22 05:54:10,0,12.91,-0.005,0.021,28.8,0.01,-0.018,-0.61,0.33,-0.028,0.015,-0.057,-0.008,48.791,40.526,13.307,13.436,-0.063,-0.23,-0.61,-0.012,-0.028,-0.03,-0.097,51.362,47.116,13.485,13.808,-0.122,-0.85,-0.21,-0.039,-0.01,-0.049,-0.022,53.702,44.499,13.571,13.779,-0.175,-0.8,-2.54,-0.037,-0.115,-0.049,-0.167,46.744,50.119,12.847,13.021,-1004600,,,,,,,,,,
17/04/22 06:09:10,0,12.9,-0.003,0.021,28.8,0.45,-0.018,-0.61,0.33,-0.028,0.015,-0.055,-0.008,48.996,40.004,13.235,13.362,-0.042,-0.04,-0.53,-0.003,-0.025,-0.03,-0.094,51.356,46.432,13.421,13.74,-0.128,-0.97,-0.13,-0.045,-0.007,-0.049,-0.022,52.864,44.233,13.556,13.747,-0.17,-0.8,-2.45,-0.037,-0.111,-0.049,-0.167,47.104,49.232,12.771,12.94,-1004600,,,,,,,,,,
17/04/22 06:24:10,0,12.9,-0.004,0.022,28.8,12.93,-0.021,-0.61,0.27,-0.028,0.012,-0.057,-0.01,48.166,40.577,13.165,13.29,-0.057,-0.23,-0.53,-0.012,-0.025,-0.03,-0.094,50.667,47.819,13.375,13.681,-0.137,-1.05,-0.13,-0.048,-0.007,-0.052,-0.021,52.86,43.657,13.54,13.721,-0.163,-0.66,-2.46,-0.03,-0.111,-0.049,-0.167,46.434,49.238,12.693,12.86,-1004600,,,,,,,,,,
17/04/22 06:39:10,0,12.9,-0.002,0.021,28.8,13.3,-0.021,-0.61,0.27,-0.028,0.012,-0.055,-0.01,48.109,39.275,13.096,13.218,-0.047,-0.16,-0.45,-0.009,-0.021,-0.032,-0.091,50.92,47.5,13.32,13.62,-0.128,-1.05,-0.05,-0.048,-0.003,-0.052,-0.018,53.913,43.057,13.504,13.687,-0.175,-0.8,-2.54,-0.037,-0.115,-0.049,-0.168,46.799,49.86,12.616,12.78,-1004600,,,,,,,,,,
17/04/22 06:54:10,8,12.89,0.017,0.022,28.8,17.89,-0.021,-0.67,0.33,-0.031,0.015,-0.055,-0.008,47.905,39.487,13.025,13.145,-0.057,-0.23,-0.53,-0.012,-0.025,-0.038,-0.091,50.868,47.036,13.261,13.557,-0.128,-1.05,-0.05,-0.048,-0.003,-0.055,-0.018,53.905,43.719,13.463,13.65,-0.171,-0.8,-2.46,-0.037,-0.111,-0.049,-0.164,47.055,49.857,12.538,12.699,-1004600,,,,,,,,,,
17/04/22 07:09:10,8,12.92,0.026,0.021,28.8,13.81,-0.025,-0.74,0.33,-0.034,0.015,-0.057,-0.008,48.269,39.175,12.958,13.074,-0.061,-0.29,-0.51,-0.014,-0.024,-0.038,-0.093,51.9,47.239,13.21,13.495,-0.128,-0.97,-0.13,-0.045,-0.007,-0.055,-0.018,53.895,44.127,13.437,13.615,-0.174,-0.8,-2.53,-0.037,-0.115,-0.052,-0.167,48.302,50.015,12.467,12.621,-1004600,,,,,,,,,,
17/04/22 07:24:10,8,12.96,0.034,0.021,28.8,16.34,-0.024,-0.66,0.27,-0.031,0.012,-0.057,-0.01,49.458,40.36,12.9,13.009,-0.056,-0.23,-0.51,-0.011,-0.024,-0.035,-0.089,51.854,47.191,13.169,13.441,-0.112,-0.91,-0.05,-0.042,-0.003,-0.051,-0.015,53.602,44.243,13.425,13.59,-0.177,-0.86,-2.51,-0.04,-0.114,-0.052,-0.166,47.933,49.231,12.402,12.548,-1004600,,,,,,,,,,
17/04/22 07:39:10,8,13.08,0.05,0.022,28.8,17.18,-0.026,-0.7,0.27,-0.033,0.012,-0.058,-0.008,49.104,40.113,12.848,12.948,-0.061,-0.23,-0.58,-0.011,-0.027,-0.034,-0.094,51.185,48.336,13.136,13.393,-0.123,-1.07,0,-0.049,0,-0.056,-0.015,53.977,43.695,13.43,13.57,-0.166,-0.7,-2.46,-0.033,-0.112,-0.051,-0.163,47.151,49.122,12.339,12.477,-1004600,,,,,,,,,,
17/04/22 07:54:10,8,13.25,0.055,0.021,28.8,16.2,0,-0.39,0.44,-0.019,0.02,-0.049,-0.005,49.818,40.156,12.809,12.895,-0.016,0.17,-0.42,0.008,-0.02,-0.018,-0.088,51.44,47.192,13.115,13.352,-0.076,-0.74,0.08,-0.034,0.003,-0.043,-0.012,55.394,44.279,13.43,13.556,-0.157,-0.61,-2.4,-0.029,-0.109,-0.047,-0.162,48.202,49.187,12.289,12.414,-1004600,,,,,,,,,,
17/04/22 08:09:10,8,13.48,0.086,0.021,28.8,17.33,0.003,-0.32,0.43,-0.016,0.02,-0.043,-0.002,48.647,40.391,12.778,12.851,-0.01,0.3,-0.47,0.013,-0.022,-0.007,-0.091,51.02,48.015,13.095,13.318,-0.073,-0.77,0.14,-0.036,0.006,-0.042,-0.011,54.777,45.319,13.47,13.563,-0.152,-0.53,-2.4,-0.025,-0.109,-0.045,-0.16,48.475,50.446,12.247,12.359,-1004600,,,,,,,,,,
17/04/22 08:24:10,8,13.94,0.167,0.021,28.8,21.85,0.07,0.38,0.94,0.017,0.042,-0.018,0.009,49.89,39.815,12.762,12.815,0.169,2.12,0,0.096,0,0.058,-0.078,52.994,49.006,13.097,13.293,-0.008,-0.32,0.27,-0.015,0.012,-0.025,-0.011,55.855,45.001,13.535,13.586,-0.129,-0.1,-2.42,-0.006,-0.11,-0.032,-0.163,47.346,49.73,12.211,12.311,-1004600,,,,,,,,,,
17/04/22 08:39:10,8,13.71,0.083,0.021,28.8,18.19,0.151,1.3,1.47,0.058,0.066,0.014,0.025,50.414,41.178,12.82,12.817,0.456,4.8,1.01,0.216,0.045,0.171,-0.046,52.145,49.556,13.126,13.296,0.126,0.52,0.6,0.024,0.027,0.008,0,55.972,44.289,13.567,13.615,-0.106,0.19,-2.3,0.009,-0.104,-0.024,-0.16,48.378,50.765,12.207,12.278,-1004600,,,,,,,,,,
17/04/22 08:54:10,8,13.74,0.098,0.021,28.8,18.76,0.273,2.62,2.36,0.117,0.106,0.063,0.052,50.873,41.642,12.892,12.845,0.695,7.07,1.81,0.317,0.082,0.272,-0.019,52.203,48.629,13.142,13.294,0.264,1.35,1,0.061,0.045,0.043,0.011,56.837,45.155,13.628,13.647,-0.075,0.59,-2.15,0.026,-0.097,-0.011,-0.157,48.478,51.279,12.226,12.263,-1004600,,,,,,,,,,
17/04/22 09:09:10,1,14.41,0.158,0.02,28.8,23.8,0.293,2.87,2.47,0.129,0.111,0.071,0.056,51.622,41.294,12.943,12.874,0.748,7.51,2.05,0.338,0.092,0.282,-0.013,52.283,50.367,13.224,13.32,0.307,1.59,1.14,0.071,0.051,0.052,0.015,58.174,46.081,13.742,13.701,-0.065,0.75,-2.11,0.033,-0.096,-0.008,-0.156,50.145,50.454,12.252,12.263,-1004600,,,,,,,,,,
17/04/22 09:24:11,1,14.41,0.155,0.02,28.8,21.48,0.328,3.23,2.74,0.145,0.123,0.081,0.062,51.894,41.98,12.992,12.902,0.811,8.16,2.2,0.367,0.099,0.303,-0.005,51.854,49.418,13.302,13.365,0.352,1.85,1.27,0.084,0.057,0.062,0.018,57.614,47.172,14.015,13.842,-0.04,1.06,-1.99,0.048,-0.09,0,-0.151,51.003,51.314,12.303,12.281,-1004600,,,,,,,,,,
17/04/22 09:39:10,1,14.41,0.142,0.02,28.8,23.94,0.412,4.12,3.38,0.185,0.152,0.114,0.082,50.65,41.411,13.031,12.926,0.917,9.12,2.62,0.409,0.117,0.356,0.013,51.947,50.756,13.403,13.409,0.445,2.44,1.51,0.11,0.068,0.087,0.028,56.777,46.596,14.237,14.01,-0.015,1.43,-1.91,0.064,-0.087,0.015,-0.151,49.958,51.511,12.352,12.312,-1004600,,,,,,,,,,
17/04/22 09:54:10,1,14.41,0.133,0.021,28.8,22.59,0.518,5.28,4.14,0.237,0.186,0.158,0.108,52.088,42.852,13.081,12.957,1.062,10.37,3.23,0.466,0.145,0.42,0.035,51.988,51.055,13.635,13.519,0.597,3.23,2.06,0.145,0.093,0.128,0.046,56.178,46.416,14.445,14.167,0.008,1.76,-1.81,0.079,-0.083,0.03,-0.146,50.109,51.665,12.416,12.356,-1004600,,,,,,,,,,
17/04/22 10:09:11,1,14.41,0.128,0.02,28.8,23.76,0.484,4.88,3.93,0.219,0.177,0.14,0.103,52.603,42.538,13.153,13.004,1.022,9.97,3.12,0.448,0.141,0.398,0.033,52.951,51.45,14.002,13.727,0.567,3.11,1.92,0.139,0.086,0.119,0.04,57.173,46.995,14.669,14.331,0.008,1.79,-1.84,0.08,-0.084,0.03,-0.144,51.775,52.086,12.518,12.425,-1004600,,,,,,,,,,
17/04/22 10:24:11,1,14.42,0.12,0.021,28.8,24.45,0.572,5.82,4.58,0.262,0.206,0.177,0.122,52.587,42.935,13.237,13.068,1.153,11.24,3.54,0.505,0.159,0.454,0.049,51.714,53.424,14.382,13.976,0.612,3.2,2.24,0.144,0.1,0.12,0.052,56.954,47.607,14.999,14.548,0.039,2.19,-1.69,0.098,-0.077,0.039,-0.139,52.253,52.564,12.642,12.525,-1004600,,,,,,,,,,
17/04/22 10:39:11,1,14.42,0.122,0.02,28.8,24.12,0.611,6.2,4.91,0.279,0.22,0.186,0.132,53.364,42.887,13.36,13.157,1.209,11.75,3.74,0.528,0.168,0.465,0.054,51.765,52.335,14.735,14.252,0.774,4.25,2.62,0.191,0.117,0.157,0.059,57.93,47.24,15.19,14.738,0.06,2.43,-1.53,0.109,-0.069,0.048,-0.137,52.091,51.574,12.829,12.661,-1004600,,,,,,,,,,
17/04/22 10:54:11,1,14.42,0.118,0.02,28.8,24.25,0.682,6.94,5.47,0.312,0.246,0.224,0.152,53.768,43.966,13.517,13.276,1.235,11.87,3.96,0.533,0.178,0.491,0.072,51.701,54.497,15.189,14.582,0.755,4.01,2.69,0.18,0.121,0.165,0.067,61.647,49.151,15.657,14.995,0.064,2.5,-1.54,0.113,-0.07,0.054,-0.134,52.966,52.447,13.052,12.836,-1004600,,,,,,,,,,
17/04/22 11:09:11,1,14.41,0.117,0.021,28.8,24.04,0.698,7.17,5.53,0.322,0.249,0.231,0.156,52.922,42.71,13.739,13.447,1.27,12.32,3.96,0.553,0.178,0.506,0.079,50.049,53.673,15.78,15.052,0.773,4.09,2.77,0.183,0.125,0.165,0.074,59.424,49.816,16.427,15.457,0.073,2.54,-1.4,0.114,-0.064,0.061,-0.125,54.183,52.993,13.372,13.07,-1004600,,,,,,,,,,
17/04/22 11:24:10,1,14.41,0.118,0.02,28.8,24.75,0.735,7.53,5.83,0.338,0.262,0.239,0.161,54.423,43.805,13.977,13.644,1.374,13.35,4.26,0.599,0.192,0.532,0.081,49.437,53.891,16.15,15.475,0.989,5.74,3.01,0.258,0.136,0.208,0.073,55.37,47.423,16.699,15.845,0.102,2.93,-1.29,0.132,-0.059,0.071,-0.122,53.569,53.622,13.715,13.349,-1004600,,,,,,,,,,
17/04/22 11:39:11,1,14.41,0.121,0.019,28.8,24.06,0.752,7.69,5.99,0.345,0.269,0.247,0.17,54.402,45.179,14.264,13.885,1.328,12.67,4.38,0.569,0.197,0.526,0.092,51.062,55.926,16.678,15.94,0.985,5.37,3.36,0.242,0.151,0.21,0.085,59.126,48.548,16.929,16.058,0.103,2.98,-1.31,0.134,-0.059,0.072,-0.117,54.048,54.774,14.137,13.678,-1004600,,,,,,,,,,
17/04/22 11:54:10,1,14.42,0.122,0.02,28.8,23.9,0.776,7.94,6.17,0.356,0.277,0.259,0.177,54.202,44.56,14.562,14.149,1.425,13.63,4.64,0.612,0.209,0.551,0.097,49.47,54.752,17.164,16.457,0.927,4.95,3.28,0.222,0.147,0.2,0.087,59.769,49.753,17.519,16.437,0.101,2.93,-1.31,0.132,-0.06,0.071,-0.12,53.344,54.896,14.579,14.056,-1004600,,,,,,,,,,
17/04/22 12:09:10,1,14.41,0.125,0.02,28.8,23.85,0.792,8.05,6.36,0.362,0.286,0.263,0.182,54.672,44.618,14.883,14.435,1.425,13.46,4.84,0.604,0.217,0.548,0.104,50.553,55.418,17.606,16.916,1.006,5.37,3.55,0.242,0.159,0.214,0.094,58.891,50.114,18.086,16.871,0.116,3.08,-1.16,0.138,-0.054,0.081,-0.117,55.012,55.891,14.995,14.431,-1004600,,,,,,,,,,
17/04/22 12:24:11,1,14.42,0.119,0.02,28.8,23.8,0.802,8.18,6.4,0.367,0.288,0.269,0.186,55.418,44.798,15.3,14.784,1.476,14.08,4.87,0.632,0.218,0.556,0.099,50.083,54.378,18.087,17.398,1.145,6.44,3.71,0.289,0.167,0.239,0.094,54.694,48.553,18.308,17.215,0.129,3.25,-1.1,0.146,-0.051,0.083,-0.114,55.287,55.443,15.463,14.851,-1004600,,,,,,,,,,
17/04/22 12:39:11,1,14.41,0.125,0.019,28.8,23.38,0.858,8.73,6.86,0.393,0.308,0.293,0.206,55.992,44.696,15.681,15.146,1.521,14.33,5.2,0.644,0.233,0.576,0.112,48.998,54.02,18.399,17.777,1.169,6.39,3.98,0.287,0.179,0.241,0.102,55.838,47.064,18.274,17.336,0.125,3.14,-1.05,0.141,-0.048,0.081,-0.112,55.399,56.126,15.9,15.264,-1004600,,,,,,,,,,
17/04/22 12:54:11,1,14.41,0.127,0.02,28.8,23.38,0.907,9.26,7.24,0.416,0.325,0.309,0.213,54.616,45.4,16.041,15.503,1.592,14.93,5.52,0.67,0.248,0.595,0.116,49.051,53.501,18.639,18.078,1.234,6.59,4.36,0.296,0.196,0.248,0.11,55.162,47.215,18.378,17.459,0.145,3.39,-0.96,0.153,-0.044,0.092,-0.106,54.44,55.992,16.323,15.678,-1004600,,,,,,,,,,
17/04/22 13:09:11,1,14.42,0.131,0.02,28.8,24.11,0.893,9.08,7.17,0.408,0.322,0.307,0.21,55.829,45.791,16.436,15.876,1.556,14.51,5.49,0.652,0.246,0.58,0.111,49.89,52.271,18.883,18.346,1.302,7.01,4.55,0.315,0.204,0.266,0.115,55.208,47.261,18.286,17.495,0.151,3.49,-0.94,0.156,-0.043,0.093,-0.107,53.109,55.904,16.764,16.09,-1004600,,,,,,,,,,
17/04/22 13:24:11,1,14.42,0.138,0.019,28.8,23.83,0.941,9.58,7.55,0.43,0.339,0.33,0.229,55.843,45.798,16.91,16.299,1.597,14.9,5.61,0.669,0.252,0.593,0.117,48.052,52.087,19.171,18.618,1.347,7.44,4.5,0.334,0.202,0.275,0.114,53.889,46.61,18.214,17.509,0.173,3.76,-0.81,0.168,-0.038,0.1,-0.105,52.938,55.061,17.156,16.496,-1004600,,,,,,,,,,
17/04/22 13:39:11,1,14.42,0.141,0.02,28.8,23.49,0.905,9.23,7.23,0.414,0.325,0.311,0.217,55.548,45.918,17.374,16.738,1.503,14.08,5.23,0.632,0.235,0.56,0.105,49.676,52.626,19.391,18.849,1.247,6.69,4.38,0.3,0.197,0.256,0.111,57.336,46.908,18.219,17.491,0.141,3.39,-1.04,0.153,-0.047,0.086,-0.113,55.339,55.234,17.498,16.861,-1004600,,,,,,,,,,
17/04/22 13:54:11,1,14.42,0.147,0.02,28.8,20.16,0.996,10.19,7.91,0.458,0.355,0.345,0.238,54.61,45.809,17.794,17.163,1.593,14.79,5.69,0.664,0.256,0.597,0.12,49.103,52.724,19.673,19.102,1.239,6.59,4.41,0.296,0.198,0.258,0.119,56.113,47.594,18.454,17.594,0.16,3.61,-0.91,0.162,-0.042,0.095,-0.105,54.166,55.15,17.905,17.233,-1004600,,,,,,,,,,
17/04/22 14:09:10,1,14.42,0.148,0.02,28.8,21.53,0.989,10.15,7.83,0.456,0.351,0.341,0.236,54.093,44.72,18.118,17.536,1.555,14.6,5.37,0.656,0.242,0.587,0.114,48.686,52.722,19.965,19.381,1.266,6.99,4.23,0.314,0.19,0.259,0.106,54.24,46.963,18.454,17.677,0.138,3.34,-1.04,0.15,-0.048,0.085,-0.114,53.493,54.063,18.209,17.584,-1004600,,,,,,,,,,
17/04/22 14:24:11,1,14.42,0.151,0.02,28.8,23.73,1.019,10.37,8.16,0.466,0.366,0.352,0.248,54.382,45.159,18.446,17.892,1.519,14.2,5.31,0.638,0.238,0.579,0.115,49.101,54.535,20.34,19.702,1.305,7.1,4.47,0.319,0.201,0.258,0.109,54.287,46.907,18.313,17.642,0.158,3.58,-0.91,0.161,-0.042,0.094,-0.111,53.561,56.096,18.529,17.909,-1004600,,,,,,,,,,
17/04/22 14:39:11,1,14.42,0.16,0.019,28.8,22.86,1.052,10.65,8.48,0.478,0.381,0.362,0.259,53.336,45.359,18.788,18.246,1.533,14.25,5.45,0.64,0.245,0.582,0.121,49.661,55.094,20.699,20.073,1.302,6.88,4.68,0.309,0.21,0.27,0.12,56.509,47.578,18.312,17.611,0.174,3.87,-0.91,0.174,-0.042,0.101,-0.111,53.809,54.119,18.869,18.244,-1004600,,,,,,,,,,
17/04/22 14:54:10,1,14.42,0.151,0.02,28.8,24.23,1.042,10.64,8.31,0.478,0.373,0.357,0.247,55.241,45.868,19.138,18.595,1.55,14.54,5.37,0.653,0.241,0.585,0.119,49.359,53.965,21.08,20.47,1.215,6.34,4.45,0.284,0.2,0.253,0.121,57.121,47.932,18.798,17.813,0.157,3.61,-0.97,0.162,-0.045,0.094,-0.113,53.566,54.55,19.2,18.578,-1004600,,,,,,,,,,
17/04/22 15:09:11,8,14.41,0.15,0.02,28.8,21,1.038,10.45,8.45,0.469,0.379,0.353,0.249,53.925,44.971,19.434,18.9,1.581,14.85,5.45,0.667,0.245,0.59,0.116,49.516,53.709,21.355,20.805,1.267,6.93,4.31,0.311,0.193,0.265,0.112,55.522,47.575,18.992,18.027,0.14,3.39,-1.05,0.153,-0.048,0.085,-0.117,53.801,53.855,19.474,18.882,-1004600,,,,,,,,,,
17/04/22 15:24:11,8,14.24,0.11,0.02,28.8,20.58,1.024,10.42,8.21,0.468,0.369,0.343,0.244,53.062,45.088,19.736,19.197,1.541,14.39,5.41,0.646,0.243,0.569,0.11,48.172,53.295,21.605,21.084,1.17,6.31,4.07,0.284,0.183,0.245,0.109,55.933,47.003,19.096,18.136,0.125,3.27,-1.21,0.147,-0.055,0.079,-0.12,51.948,53.243,19.715,19.164,-1004600,,,,,,,,,,
17/04/22 15:39:10,8,14.17,0.086,0.021,28.8,18.61,0.988,10.11,7.85,0.454,0.352,0.325,0.229,51.942,44.378,19.894,19.416,1.476,13.79,5.17,0.62,0.232,0.548,0.101,49.305,52.099,21.873,21.323,1.099,5.96,3.79,0.268,0.17,0.226,0.097,54.964,48.098,19.294,18.298,0.121,3.22,-1.23,0.145,-0.057,0.073,-0.125,51.819,53.633,19.853,19.381,-1004600,,,,,,,,,,
17/04/22 15:54:10,8,14.4,0.194,0.02,28.8,21.43,0.937,9.58,7.47,0.43,0.335,0.308,0.216,53.143,44.596,19.995,19.575,1.462,13.84,4.93,0.622,0.221,0.536,0.087,48.675,50.64,22,21.516,1.14,6.39,3.71,0.287,0.167,0.231,0.088,54.829,46.47,19.087,18.322,0.099,2.89,-1.29,0.13,-0.059,0.065,-0.124,51.36,51.93,19.934,19.539,-1004600,,,,,,,,,,
